Species,Family,Clade,type_of_care,number_of_parents,care_duration,care_duration_in_males,care_in_males_binary,care_duration_in_females,care_in_females_binary,protection,protection_in_males,protection_in_females,nourishment_by_females,nourishment_by_females_binary,terrestrial_reproduction,direct_development,female_SVL_,male_SVL,average_male_female_SVL,SSD,Egg_diameter,Clutch_size,Clutch_volume
Poyntonophrynus dombensis,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,40,NA,NA,NA,1.698243652,900,2041.79
Poyntonophrynus vertebralis,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,1.819700859,NA,NA
Pristimantis acuminatus,Craugastoridae,Terrarana,no care,0,0,0,0,0,0,0,0,0,2,1,1,present,30,NA,NA,NA,2.398832919,16.5,74.61
Pristimantis affinis,Craugastoridae,Terrarana,female_only care ,1,1,0,0,1,1,2,0,2,2,1,NA,present,NA,NA,NA,NA,NA,NA,NA
Pristimantis caryophyllaceus,Craugastoridae,Terrarana,female_only care ,1,1,0,0,1,1,2,0,2,2,1,NA,present,NA,NA,NA,NA,NA,NA,NA
Pristimantis conspicillatus,Craugastoridae,Terrarana,no care,0,0,0,0,0,0,0,0,0,2,1,1,present,42,NA,NA,NA,3.467368505,44.5,427.92
Pristimantis diadematus,Craugastoridae,Terrarana,no care,0,0,0,0,0,0,0,0,0,2,1,1,present,40.5,NA,NA,NA,3.89045145,18,214.92
Pristimantis lanthanites,Craugastoridae,Terrarana,no care,0,0,0,0,0,0,0,0,0,2,1,1,present,35,NA,NA,NA,3.235936569,36,289.38
Pristimantis lymani,Craugastoridae,Terrarana,female_only care ,1,1,0,0,1,1,2,0,2,2,1,NA,present,NA,NA,NA,NA,NA,NA,NA
Pristimantis nicefori,Craugastoridae,Terrarana,female_only care ,1,1,0,0,1,1,2,0,2,2,1,NA,present,NA,NA,NA,NA,NA,NA,NA
Pristimantis ockendeni,Craugastoridae,Terrarana,no care,0,0,0,0,0,0,0,0,0,2,1,1,present,28,NA,NA,NA,3.467368505,26,250.02
Pristimantis percultus,Craugastoridae,Terrarana,female_only care ,1,1,0,0,1,1,2,0,2,2,1,NA,present,NA,NA,NA,NA,NA,NA,NA
Pristimantis simoterus,Craugastoridae,Terrarana,female_only care ,1,1,0,0,1,1,2,0,2,2,1,NA,present,NA,NA,NA,NA,NA,NA,NA
Pristimantis terraebolivaris,Craugastoridae,Terrarana,female_only care ,1,1,0,0,1,1,2,0,2,2,1,NA,present,NA,NA,NA,NA,NA,NA,NA
Probreviceps rhodesianus,Brevicipitidae,Afrobatrachia,NA,NA,1,NA,NA,NA,NA,1,NA,NA,2,1,NA,present,NA,NA,NA,NA,5.011872336,NA,NA
Probreviceps uluguruensis,Brevicipitidae,Afrobatrachia,NA,NA,1,NA,NA,NA,NA,1,NA,NA,2,1,1,present,37,NA,NA,NA,3.981071706,20,251.2
Pseudacris brachyphona,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,29.9,24.6,27.25,_0.08,1.584893192,925,1801.24
Pseudacris brimleyi,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,29.8,26,27.9,_0.06,NA,300,NA
Pseudacris cadaverina,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,40.9,33,36.95,_0.09,1.995262315,NA,NA
Pseudacris clarkii,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,28,24.5,26.25,_0.06,0.794328235,1000,502.4
Pseudacris crucifer,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,29.4,25.2,27.3,_0.07,1.148153621,812.5,825.27
Pseudacris feriarum,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,27.5,25.5,26.5,_0.03,1,NA,NA
Pseudacris maculata,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,27,25.5,26.25,_0.02,1.288249552,NA,NA
Pseudacris nigrita,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,27.5,24.5,26,_0.05,0.977237221,89,66.42
Pseudacris ocularis,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,14.78,13.5,14.14,_0.04,0.831763771,125,66.79
Pseudacris ornata,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,32,30,31,_0.03,1,55,43.18
Pseudacris regilla,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,36.6,32.5,34.55,_0.05,1.288249552,691,916.72
Pseudacris streckeri,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,43.5,33,38.25,_0.12,1.380384265,387.5,587.72
Pseudacris triseriata,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,28.8,26.5,27.65,_0.04,1.023292992,449,363.12
Pseudis minuta,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,1,absent,NA,NA,NA,NA,NA,NA,NA
Pseudis paradoxa,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,1,absent,60,NA,NA,NA,1.698243652,525,1163.18
Pseudocallulops pullifer,Microhylidae,Microhylidae,male_only care ,1,3,3,1,0,0,3,3,0,2,1,NA,present,NA,NA,NA,NA,NA,NA,NA
Pseudopaludicola falcipes,Leptodactylidae,Diphyabatracea,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,1,NA,NA
Pseudophryne australis,Myobatrachidae,Australobatrachia,either parent,1,1,1,1,1,1,2,2,2,0,0,NA,absent,NA,NA,NA,NA,2.754228703,NA,NA
Pseudophryne bibronii,Myobatrachidae,Australobatrachia,male_only care ,1,1,1,1,1,1,2,2,0,0,0,NA,absent,27,26,26.5,_0.02,2.089296131,82,287.26
Pseudophryne coriacea,Myobatrachidae,Australobatrachia,male_only care ,1,1,1,1,0,0,2,2,0,0,0,1,absent,28.5,NA,NA,NA,2.511886432,135,662.34
Pseudophryne corroboree,Myobatrachidae,Australobatrachia,male_only care ,1,1,1,1,0,0,2,2,0,0,0,NA,absent,NA,NA,NA,NA,3.235936569,NA,NA
Pseudophryne dendyi,Myobatrachidae,Australobatrachia,male_only care ,1,1,1,1,0,0,2,2,0,0,0,NA,absent,NA,NA,NA,NA,NA,NA,NA
Pseudophryne douglasi,Myobatrachidae,Australobatrachia,female_only care ,1,1,0,0,1,1,2,0,2,0,0,NA,absent,NA,NA,NA,NA,NA,NA,NA
Pseudophryne semimarmorata,Myobatrachidae,Australobatrachia,NA,NA,1,NA,NA,NA,NA,2,NA,NA,0,0,NA,absent,NA,NA,NA,NA,NA,NA,NA
Pseudorana weiningensis,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,43,35,39,_0.09,2.290867653,313,1299.78
Ptychadena anchietae,Ptychadenidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,57,NA,NA,NA,1,250,196.25
Ptychadena bibroni,Ptychadenidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,45,NA,NA,NA,1.479108388,1150,1930.9
Ptychadena mascareniensis,Ptychadenidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,1.096478196,NA,NA
Ptychadena oxyrhynchus,Ptychadenidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,1.288249552,NA,NA
Ptychadena porosissima,Ptychadenidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,NA,NA,NA
Ptychadena tellinii,Ptychadenidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,41.5,NA,NA,NA,1.230268771,1681,1980.2
Ptychohyla euthysanota,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,38.2,35,36.6,_0.04,NA,NA,NA
Ptychohyla hypomykter,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,2.398832919,NA,NA
Pyxicephalus adspersus,Pyxicephalidae,Natatanura,male_only care ,1,2,2,1,0,0,2,2,0,0,0,0,absent,115,203,159,0.25,1.77827941,3875,9583.81
Qasipaa yei,Dicroglossidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,75,58.1,66.55,_0.11,NA,NA,NA
Quasipaa boulengeri,Dicroglossidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,103.3,100.6,101.95,_0.01,3.89045145,NA,NA
Quasipaa shini,Dicroglossidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,94.9,98.6,96.75,0.02,3.467368505,10,96.16
Quasipaa spinosa,Dicroglossidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,93.2,89.2,91.2,_0.02,4.265795188,228,3309.34
Rana amurensis,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,59.65,41,50.33,_0.16,1.995262315,2052.5,6444.85
Rana arvalis,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,75,NA,NA,NA,1.862087137,1674.5,4621.23
Rana asiatica,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,53.8,53.4,53.6,0,2.290867653,1150,4775.55
Rana aurora,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,93.5,NA,NA,NA,3.01995172,775,5613.11
Rana boylii,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,65,56,60.5,_0.06,2.290867653,1065,4470.77
Rana cascadae,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,52.5,NA,NA,NA,2.511886432,475,2353.83
Rana chaochiaoensis,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,52.9,53.6,53.25,0.01,1.819700859,1500,3815.1
Rana chensinensis,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,41.9,48,44.95,0.06,NA,1400,NA
Rana dalmatina,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,63.35,45.2,54.28,_0.15,2.398832919,1166,5184.68
Rana dybowskii,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,67,NA,NA,NA,2.630267992,1882.5,10182.71
Rana graeca,Ranidae,Natatanura,male_only care ,1,1,1,1,0,0,2,2,0,0,0,0,absent,75,NA,NA,NA,2.754228703,1100,6649.49
Rana huanrenensis,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,45.3,42.8,44.05,_0.02,1.995262315,450,1413
Rana iberica,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,47,NA,NA,NA,1.819700859,319,811.34
Rana japonica,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,46.6,48.1,47.35,0.01,1.905460718,1595,4639.72
Rana johnsi,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,46.5,43.1,44.8,_0.03,2.290867653,1500,6228.98
Rana kukunoris,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,1,absent,61.9,56.3,59.1,_0.04,1.819700859,1350,3433.59
Rana kunyuensis,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,44.8,40.9,42.85,_0.04,1.819700859,918,2334.84
Rana longicrus,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,51.45,41.5,46.48,_0.09,1.584893192,760.5,1471.53
Rana luteiventris,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,60,NA,NA,NA,2.041737945,1837.5,5944.14
Rana luzonensis,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,NA,NA,NA
Rana macrocnemis,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,NA,2040,NA
Rana muscosa,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,2.290867653,223,926.04
Rana omeimontis,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,66.7,60.1,63.4,_0.05,1.995262315,1550,4867
Rana ornativentris,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,60.25,49.3,54.78,_0.09,1.819700859,6725,17582.79
Rana pirica,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,63,NA,NA,NA,2.511886432,1004.5,4928.33
Rana pretiosa,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,73.15,56,64.58,_0.12,2.187761624,1023,3772.8
Rana pyrenaica,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,45,NA,NA,NA,3.01995172,120,847.8
Rana sauteri,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,52.8,39.9,46.35,_0.12,2.570395783,811.5,4306.31
Rana shuchinae,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,44.5,39.9,42.2,_0.05,2.187761624,180,683.89
Rana tagoi,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,41.4,39,40.2,_0.03,3.467368505,70,673.14
Rana temporaria,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,63.1,64.2,63.65,0.01,2.454708916,1868.25,8803.12
Rana tsushimensis,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,49.8,41.1,45.45,_0.08,1.995262315,450,1413
Rana zhenhaiensis,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,48.1,46.4,47.25,_0.02,1.819700859,883,2245.82
Ranitomeya fantastica,Dendrobatidae,Agastorophrynia,male_only care ,1,2,2,1,0,0,3,3,0,0,0,NA,absent,NA,NA,NA,NA,NA,NA,NA
Ranitomeya imitator,Dendrobatidae,Agastorophrynia,male_only care ,1,2,2,1,2,1,3,3,0,1,1,NA,absent,18.2,17.4,17.8,_0.02,NA,2,NA
Ranitomeya reticulata,Dendrobatidae,Agastorophrynia,male_only care ,1,2,2,1,0,0,3,3,0,0,0,1,absent,15.3,14.4,14.85,_0.03,1.995262315,2.5,7.85
Ranitomeya vanzolinii,Dendrobatidae,Agastorophrynia,male_only care ,1,2,2,1,2,1,3,3,0,1,1,NA,absent,17.9,17.8,17.85,0,NA,NA,NA
Ranitomeya variabilis,Dendrobatidae,Agastorophrynia,male_only care ,1,2,2,1,0,0,3,3,0,0,0,NA,absent,18,17.4,17.7,_0.01,NA,6,NA
Ranitomeya ventrimaculata,Dendrobatidae,Agastorophrynia,male_only care ,1,2,2,1,0,0,3,3,0,0,0,1,absent,15.75,16,15.88,0.01,1.995262315,4,12.56
Rhacophorus annamensis,Rhacophoridae,Natatanura,biparental care,2,1,1,1,1,1,1,1,1,0,0,1,absent,NA,NA,NA,NA,NA,NA,NA
Rhacophorus arboreus,Rhacophoridae,Natatanura,female_only care ,1,1,0,0,1,1,1,0,1,0,0,1,absent,75.95,60.3,68.13,_0.1,2.884031503,800,5281.48
Rhacophorus bipunctatus,Rhacophoridae,Natatanura,biparental care,2,1,1,1,1,1,1,1,1,0,0,1,absent,NA,NA,NA,NA,NA,NA,NA
Rhacophorus dennysi,Rhacophoridae,Natatanura,biparental care,2,1,1,1,1,1,1,1,1,0,0,NA,absent,100.2,87.5,93.85,_0.06,1.995262315,2625,8242.5
Rhacophorus feae,Rhacophoridae,Natatanura,biparental care,2,1,1,1,1,1,1,1,1,0,0,NA,absent,92.3,111,101.65,0.08,NA,NA,NA
Rhacophorus kio,Rhacophoridae,Natatanura,biparental care,2,1,1,1,1,1,1,1,1,0,0,NA,absent,81.6,67.9,74.75,_0.08,3.01995172,NA,NA
Rhacophorus lateralis,Rhacophoridae,Natatanura,biparental care,2,1,1,1,1,1,1,1,1,0,0,1,absent,NA,NA,NA,NA,NA,NA,NA
Rhacophorus malabaricus,Rhacophoridae,Natatanura,biparental care,2,1,1,1,1,1,1,1,1,0,0,1,absent,70,NA,NA,NA,2.691534804,176,992.32
Rhacophorus maximus,Rhacophoridae,Natatanura,biparental care,2,1,1,1,1,1,1,1,1,0,0,1,absent,NA,NA,NA,NA,NA,NA,NA
Rhacophorus omeimontis,Rhacophoridae,Natatanura,female_only care ,1,1,0,0,1,1,1,0,1,0,0,NA,absent,75.7,59,67.35,_0.11,3.311311215,647,5530.98
Rhacophorus pardalis,Rhacophoridae,Natatanura,biparental care,2,1,1,1,1,1,1,1,1,0,0,NA,absent,NA,NA,NA,NA,3.01995172,NA,NA
Rhacophorus reinwardtii,Rhacophoridae,Natatanura,biparental care,2,1,1,1,1,1,1,1,1,0,0,1,absent,82.7,68,75.35,_0.08,3.01995172,68,480.42
Rhacophorus rhodopus,Rhacophoridae,Natatanura,biparental care,2,1,1,1,1,1,1,1,1,0,0,1,absent,48.7,35,41.85,_0.14,NA,125,NA
Rhacophorus schlegelii,Rhacophoridae,Natatanura,biparental care,2,1,,NA,NA,NA,1,1,1,0,0,1,absent,52.75,41.3,47.03,_0.11,2.398832919,475,2103.25
Rhaebo haematiticus,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,NA,NA,NA
Rheobates palmatus,Dendrobatidae,Agastorophrynia,male_only care ,1,2,2,1,0,0,3,3,0,0,0,NA,absent,NA,NA,NA,NA,2.398832919,22,99.48
Rheobatrachus silus,Myobatrachidae,Australobatrachia,female_only care ,1,3,0,0,3,1,4,0,4,2,1,1,present,54,NA,NA,NA,4.786300923,28,506.42
Rhinella arenarum,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,95,NA,NA,NA,1,19750,15503.75
Rhinella castaneotica,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,1.513561248,178,314.39
Rhinella chavin,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,59.5,50.2,54.85,_0.07,2.398832919,276,1247.96
Rhinella granulosa,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,85,NA,NA,NA,1.071519305,7548,6688.97
Rhinella icterica,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,162.5,NA,NA,NA,1.77827941,19690,48972.85
Rhinella margaritifera,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,74,51.8,62.9,_0.15,1.995262315,1537,4826.18
Rhinella marina,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,133.95,96,114.98,_0.14,1.737800829,24810,57952.83
Rhinella schneideri,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,1.819700859,NA,NA
Rhinella spinulosa,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,NA,NA,NA
Rhinoderma darwinii,Rhinodermatidae,Crown Hyloidea,male_only care ,1,3,3,1,0,0,4,4,0,1,1,1,present,28,NA,NA,NA,3.801893963,31,351.4
Rhinoderma rufum,Rhinodermatidae,Crown Hyloidea,male_only care ,1,2,2,1,0,0,4,4,0,1,1,1,absent,NA,NA,NA,NA,2.511886432,NA,NA
Rhinophrynus dorsalis,Rhinophrynidae,Xenoanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,74,NA,NA,NA,2.754228703,5000,29682.81
Rhombophryne pygmaea,Microhylidae,Microhylidae,male_only care ,1,1,1,1,0,0,2,2,0,0,0,NA,absent,11,11,11,0,NA,10,NA
Rhombophryne testudo,Microhylidae,Microhylidae,NA,NA,1,NA,NA,NA,NA,2,NA,NA,0,0,NA,absent,NA,NA,NA,NA,NA,NA,NA
Sachatamia albomaculata,Centrolenidae,Diphyabatracea,female_only care ,1,1,0,0,1,1,2,0,2,0,0,1,absent,27,24.8,25.9,_0.04,NA,NA,NA
Sanguirana everetti,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,NA,NA,NA
Sanguirana sanguinea,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,59,NA,NA,NA,1.548816619,180,339.47
Scaphiophryne calcarata,Microhylidae,Microhylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,30.5,NA,NA,NA,1,465,365.03
Scaphiophryne marmorata,Microhylidae,Microhylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,43.9,NA,NA,NA,2.187761624,450,1709.73
Scaphiophryne menabensis,Microhylidae,Microhylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,NA,NA,NA
Scaphiopus couchii,Scaphiopodidae,Anomocoela,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,69.5,NA,NA,NA,1.479108388,3205,5473.71
Scaphiopus holbrookii,Scaphiopodidae,Anomocoela,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,63.5,NA,NA,NA,1.698243652,3900,8847.74
Scaphiopus hurterii,Scaphiopodidae,Anomocoela,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,63,58,60.5,_0.04,2.290867653,NA,NA
Scarthyla goinorum,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,21.5,19,20.25,_0.05,0.812830516,166,87.62
Schismaderma carens,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,92,NA,NA,NA,2.041737945,6257,20141.22
Scinax berthae,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,25,19,22,_0.12,0.891250938,NA,NA
Scinax boesemani,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,1,NA,NA
Scinax boulengeri,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,48.45,41.6,45.03,_0.07,1.584893192,650,1265.74
Scinax catharinae,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,42.7,33,37.85,_0.11,NA,NA,NA
Scinax cruentommus,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,28.5,NA,NA,NA,1,900,706.5
Scinax elaeochrous,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,35,30.6,32.8,_0.06,1.258925412,980,1202.03
Scinax funereus,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,1.096478196,NA,NA
Scinax fuscovarius,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,47.6,44.6,46.1,_0.03,1,2892,2270.22
Scinax garbei,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,42.5,35.4,38.95,_0.08,1.380384265,562.5,834.83
Scinax nasicus,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,31,31.5,31.25,0.01,NA,NA,NA
Scinax nebulosus,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,1,NA,NA
Scinax ruber,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,39.8,32.6,36.2,_0.09,1.318256739,673.5,938.73
Scinax squalirostris,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,1,NA,NA
Scotobleps gabonicus,Arthroleptidae,Afrobatrachia,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,NA,NA,NA
Scutiger chintingensis,Megophryidae,Anomocoela,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,50.6,42.2,46.4,_0.08,3.467368505,150,1442.44
Scutiger glandulatus,Megophryidae,Anomocoela,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,66.5,67,66.75,0,3.467368505,NA,NA
Scutiger tuberculatus,Megophryidae,Anomocoela,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,71.5,72,71.75,0,3.01995172,NA,NA
Scythrophrys sawayae,Leptodactylidae,Diphyabatracea,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,NA,NA,NA
Semnodactylus wealii,Hyperoliidae,Afrobatrachia,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,44,NA,NA,NA,1.698243652,200,453.73
Silverstoneia flotator,Dendrobatidae,Agastorophrynia,male_only care ,1,2,2,1,0,0,3,3,0,0,0,1,absent,16.4,15.5,15.95,_0.02,NA,NA,NA
Silverstoneia nubicola,Dendrobatidae,Agastorophrynia,male_only care ,1,2,2,1,0,0,3,3,0,0,0,1,absent,20.3,18,19.15,_0.05,NA,NA,NA
Smilisca baudinii,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,81.5,60.2,70.85,_0.13,1.288249552,2597.5,3445.97
Smilisca cyanosticta,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,67.5,56,61.75,_0.08,1.202264435,1198.5,1354.78
Smilisca phaeota,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,71,65,68,_0.04,1.202264435,1829.5,2068.07
Smilisca puma,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,46,38,42,_0.08,NA,NA,NA
Sooglossus sechellensis,Sooglossidae,Sooglossoidea,female_only care ,1,2,0,0,2,1,3,0,3,2,1,1,absent,20,NA,NA,NA,3.467368505,10.5,100.97
Spea bombifrons,Scaphiopodidae,Anomocoela,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,48,45,46.5,_0.03,1.445439771,793.5,1273.76
Spea hammondii,Scaphiopodidae,Anomocoela,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,49.9,48.3,49.1,_0.01,1.445439771,400,660.19
Spea intermontana,Scaphiopodidae,Anomocoela,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,57.85,50.5,54.18,_0.06,1.513561248,487.5,861.05
Spea multiplicata,Scaphiopodidae,Anomocoela,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,51,NA,NA,NA,1.348962883,1000,1409.55
Sphaenorhynchus carneus,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,1,NA,NA
Sphaenorhynchus dorisae,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,38,NA,NA,NA,2.290867653,182.5,757.86
Sphaenorhynchus lacteus,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,42.5,36.5,39.5,_0.07,1,323,253.56
Sphaerotheca breviceps,Dicroglossidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,54,NA,NA,NA,1.148153621,75,77.86
