Species,Aquatic,Herbivorous,Nocturnal,Scansorial,Fossorial,Large,Terrestrial,Archetype,Archetype_without_mass,Archetype_without_activity
Thecadactylus oskrobapreinorum,0,0,0.931,0,0,0.069,0,Nocturnal,Nocturnal,Scansorial
Thecadactylus rapicauda,0,0,0.869,0,0,0.131,0,Nocturnal,Nocturnal,Scansorial
Thecadactylus solimoensis,0,0,0.869,0,0,0.131,0,Nocturnal,Nocturnal,Scansorial
Tiliqua adelaidensis,0,0,0,0,0,0.327,0.673,Terrestrial,Terrestrial,Terrestrial
Tiliqua gigas,0,0.42,0,0,0,0.58,0,Large,Herbivorous,Large
Tiliqua multifasciata,0,0.353,0.149,0,0,0.498,0,Large,Herbivorous,Herbivorous
Tiliqua nigrolutea,0,0.4,0,0,0,0.6,0,Large,Herbivorous,Large
Tiliqua occipitalis,0,0.44,0,0,0,0.559,0.001,Large,Herbivorous,Herbivorous
Tiliqua rugosa,0,0.414,0,0,0,0.586,0,Large,Herbivorous,Large
Tiliqua scincoides,0,0.39,0,0,0,0.61,0,Large,Herbivorous,Large
Timon kurdistanicus,0,0,0,0,0,0.381,0.619,Terrestrial,Terrestrial,Terrestrial
Timon lepidus,0,0.602,0,0,0,0.397,0,Herbivorous,Herbivorous,Herbivorous
Timon pater,0,0,0,0,0,0.445,0.555,Terrestrial,Terrestrial,Terrestrial
Timon princeps,0,0,0,0,0,0.41,0.59,Terrestrial,Terrestrial,Terrestrial
Timon tangitanus,0,0.511,0,0,0,0.311,0.178,Herbivorous,Herbivorous,Herbivorous
Toropuku stephensi,0,0.617,0.376,0,0,0.007,0,Herbivorous,Herbivorous,Herbivorous
Trachydactylus spatalurus,0,0,0.442,0,0,0.082,0.476,Terrestrial,Nocturnal,Terrestrial
Trachylepis acutilabris,0,0,0,0,0,0.171,0.829,Terrestrial,Terrestrial,Terrestrial
Trachylepis adamastor,0,0.822,0,0,0,0.177,0,Herbivorous,Herbivorous,Herbivorous
Trachylepis affinis,0.002,0,0.008,0.879,0,0.111,0,Scansorial,Scansorial,Scansorial
Trachylepis albilabris,0,0,0,0,0,0.231,0.769,Terrestrial,Terrestrial,Terrestrial
Trachylepis albotaeniata,0,0,0,0,0,0.192,0.808,Terrestrial,Terrestrial,Terrestrial
Trachylepis atlantica,0,0.845,0,0,0,0.155,0,Herbivorous,Herbivorous,Herbivorous
Trachylepis bayonii,0,0,0,0,0,0.254,0.746,Terrestrial,Terrestrial,Terrestrial
Trachylepis binotata,0.004,0,0.017,0.734,0,0.245,0,Scansorial,Scansorial,Scansorial
Trachylepis boulengeri,0.003,0,0.014,0.782,0,0.2,0,Scansorial,Scansorial,Scansorial
Trachylepis brevicollis,0,0,0.426,0,0,0.339,0.235,Nocturnal,Nocturnal,Terrestrial
Trachylepis buettneri,0.002,0,0.01,0.852,0,0.137,0,Scansorial,Scansorial,Scansorial
Trachylepis capensis,0,0,0,0,0,0.389,0.611,Terrestrial,Terrestrial,Terrestrial
Trachylepis comorensis,0.003,0,0.014,0.782,0,0.2,0,Scansorial,Scansorial,Scansorial
Trachylepis hoeschi,0.003,0,0.012,0.819,0,0.166,0,Scansorial,Scansorial,Scansorial
Trachylepis homalocephala,0.002,0,0.011,0.826,0,0.16,0,Scansorial,Scansorial,Scansorial
Trachylepis infralineata,0,0,0,0,0,0.329,0.671,Terrestrial,Terrestrial,Terrestrial
Trachylepis irregularis,0,0,0,0,0,0.231,0.769,Terrestrial,Terrestrial,Terrestrial
Trachylepis lacertiformis,0,0,0,0.98,0.001,0,0.019,Scansorial,Scansorial,Scansorial
Trachylepis laevis,0,0,0.002,0.967,0,0.03,0,Scansorial,Scansorial,Scansorial
Trachylepis loluiensis,0.002,0,0.011,0.831,0,0.156,0,Scansorial,Scansorial,Scansorial
Trachylepis maculilabris,0.002,0,0.011,0.826,0,0.16,0,Scansorial,Scansorial,Scansorial
Trachylepis margaritifera,0.003,0,0.016,0.759,0,0.222,0,Scansorial,Scansorial,Scansorial
Trachylepis megalura,0.002,0,0.008,0.87,0,0.12,0,Scansorial,Scansorial,Scansorial
Trachylepis occidentalis,0,0,0,0,0,0.346,0.654,Terrestrial,Terrestrial,Terrestrial
Trachylepis pendeana,0.002,0,0.007,0.886,0,0.105,0,Scansorial,Scansorial,Scansorial
Trachylepis perrotetii,0,0,0,0,0,0.468,0.532,Terrestrial,Terrestrial,Terrestrial
Trachylepis planifrons,0.003,0,0.015,0.771,0,0.211,0,Scansorial,Scansorial,Scansorial
Trachylepis polytropis,0,0,0,0,0,0.344,0.655,Terrestrial,Terrestrial,Terrestrial
Trachylepis punctatissima,0.003,0,0.013,0.796,0,0.188,0,Scansorial,Scansorial,Scansorial
Trachylepis punctulata,0,0,0.001,0.983,0,0.015,0,Scansorial,Scansorial,Scansorial
Trachylepis quinquetaeniata,0,0.738,0,0,0,0.262,0,Herbivorous,Herbivorous,Herbivorous
Trachylepis sechellensis,0,0.835,0,0,0,0.165,0,Herbivorous,Herbivorous,Herbivorous
Trachylepis sparsa,0.003,0,0.013,0.794,0,0.19,0,Scansorial,Scansorial,Scansorial
Trachylepis spilogaster,0.002,0,0.01,0.842,0,0.145,0,Scansorial,Scansorial,Scansorial
Trachylepis striata,0.003,0,0.014,0.78,0,0.203,0,Scansorial,Scansorial,Scansorial
Trachylepis sulcata,0.003,0,0.014,0.787,0,0.196,0,Scansorial,Scansorial,Scansorial
Trachylepis tessellata,0.003,0,0.012,0.819,0,0.166,0,Scansorial,Scansorial,Scansorial
Trachylepis thomensis,0,0,0,0,0,0.304,0.696,Terrestrial,Terrestrial,Terrestrial
Trachylepis varia,0.001,0,0.005,0.93,0,0.064,0,Scansorial,Scansorial,Scansorial
Trachylepis variegata,0,0,0,0.998,0,0,0.002,Scansorial,Scansorial,Scansorial
Trachylepis wrightii,0,0.722,0,0,0,0.278,0,Herbivorous,Herbivorous,Herbivorous
Trapelus agilis,0,0,0,0,0,0.383,0.617,Terrestrial,Terrestrial,Terrestrial
Trapelus agnetae,0,0.531,0,0,0,0.243,0.226,Herbivorous,Herbivorous,Herbivorous
Trapelus flavimaculatus,0.004,0,0.02,0.692,0,0.283,0,Scansorial,Scansorial,Scansorial
Trapelus jayakari,0.005,0,0.023,0.641,0,0.33,0,Scansorial,Scansorial,Scansorial
Trapelus megalonyx,0,0.548,0,0,0,0.183,0.269,Herbivorous,Herbivorous,Herbivorous
Trapelus mutabilis,0,0.526,0,0,0,0.259,0.215,Herbivorous,Herbivorous,Herbivorous
Trapelus rubrigularis,0,0,0,0,0,0.331,0.669,Terrestrial,Terrestrial,Terrestrial
Trapelus ruderatus,0.004,0,0.021,0.681,0,0.294,0,Scansorial,Scansorial,Scansorial
Trapelus sanguinolentus,0,0.643,0,0,0,0.357,0,Herbivorous,Herbivorous,Herbivorous
Trapelus savignii,0,0,0,0,0,0.399,0.601,Terrestrial,Terrestrial,Terrestrial
Trapelus tournevillei,0.003,0,0.015,0.775,0,0.207,0,Scansorial,Scansorial,Scansorial
Tretioscincus agilis,0.001,0,0.003,0.956,0,0.041,0,Scansorial,Scansorial,Scansorial
Tretioscincus bifasciatus,0,0,0,0,0,0.175,0.825,Terrestrial,Terrestrial,Terrestrial
Tretioscincus oriximinensis,0,0,0,0,0,0.146,0.854,Terrestrial,Terrestrial,Terrestrial
Tribolonotus blanchardi,0,0,0,0.124,0.877,0,0,Fossorial,Fossorial,Fossorial
Tribolonotus gracilis,0,0,0,0,0,0.316,0.684,Terrestrial,Terrestrial,Terrestrial
Tribolonotus ponceleti,0,0,0,0,0.822,0.178,0,Fossorial,Fossorial,Fossorial
Tribolonotus pseudoponceleti,0,0,0,0,0,0.234,0.766,Terrestrial,Terrestrial,Terrestrial
Trioceros affinis,0.002,0,0.009,0.868,0,0.122,0,Scansorial,Scansorial,Scansorial
Trioceros bitaeniatus,0.002,0,0.011,0.833,0,0.154,0,Scansorial,Scansorial,Scansorial
Trioceros cristatus,0.004,0,0.021,0.685,0,0.29,0,Scansorial,Scansorial,Scansorial
Trioceros deremensis,0.005,0,0.021,0.676,0,0.298,0,Scansorial,Scansorial,Scansorial
Trioceros ellioti,0.003,0,0.012,0.819,0,0.166,0,Scansorial,Scansorial,Scansorial
Trioceros fuelleborni,0.003,0,0.013,0.798,0,0.186,0,Scansorial,Scansorial,Scansorial
Trioceros goetzei,0.002,0,0.011,0.826,0,0.16,0,Scansorial,Scansorial,Scansorial
Trioceros hoehnelii,0.003,0,0.014,0.787,0,0.196,0,Scansorial,Scansorial,Scansorial
Trioceros incornutus,0.002,0,0.011,0.831,0,0.156,0,Scansorial,Scansorial,Scansorial
Trioceros ituriensis,0.004,0,0.017,0.741,0,0.239,0,Scansorial,Scansorial,Scansorial
Trioceros jacksonii,0.005,0,0.021,0.674,0,0.3,0,Scansorial,Scansorial,Scansorial
Trioceros johnstoni,0.004,0,0.017,0.741,0,0.239,0,Scansorial,Scansorial,Scansorial
Trioceros kinangopensis,0.001,0,0.004,0.935,0,0.06,0,Scansorial,Scansorial,Scansorial
Trioceros laterispinis,0.002,0,0.008,0.875,0,0.115,0,Scansorial,Scansorial,Scansorial
Trioceros marsabitensis,0.002,0,0.01,0.852,0,0.137,0,Scansorial,Scansorial,Scansorial
Trioceros melleri,0,0.6,0,0,0,0.399,0,Herbivorous,Herbivorous,Herbivorous
Trioceros montium,0.003,0,0.016,0.759,0,0.222,0,Scansorial,Scansorial,Scansorial
Trioceros narraioca,0.002,0,0.01,0.852,0,0.137,0,Scansorial,Scansorial,Scansorial
Trioceros ntunte,0.002,0,0.008,0.875,0,0.115,0,Scansorial,Scansorial,Scansorial
Trioceros oweni,0.004,0,0.019,0.706,0,0.271,0,Scansorial,Scansorial,Scansorial
Trioceros pfefferi,0.002,0,0.011,0.826,0,0.16,0,Scansorial,Scansorial,Scansorial
Trioceros quadricornis,0.005,0,0.021,0.671,0,0.303,0,Scansorial,Scansorial,Scansorial
Trioceros rudis,0.002,0,0.007,0.889,0,0.103,0,Scansorial,Scansorial,Scansorial
Trioceros schubotzi,0.002,0,0.009,0.861,0,0.128,0,Scansorial,Scansorial,Scansorial
Trioceros tempeli,0.003,0,0.015,0.778,0,0.205,0,Scansorial,Scansorial,Scansorial
Trioceros werneri,0.003,0,0.013,0.803,0,0.181,0,Scansorial,Scansorial,Scansorial
Trogonophis wiegmanni,0,0,0,0,0.894,0.106,0,Fossorial,Fossorial,Fossorial
Tropidophorus assamensis,0.892,0,0.084,0,0.025,0,0,Aquatic,Aquatic,Aquatic
Tropidophorus baviensis,0.906,0,0.094,0,0,0,0,Aquatic,Aquatic,Aquatic
Tropidophorus beccarii,0.954,0,0,0,0,0,0.046,Aquatic,Aquatic,Aquatic
Tropidophorus berdmorei,0.954,0,0,0,0,0,0.046,Aquatic,Aquatic,Aquatic
Tropidophorus cocincinensis,0.958,0,0,0,0,0,0.042,Aquatic,Aquatic,Aquatic
Tropidophorus grayi,0.974,0,0,0,0,0,0.026,Aquatic,Aquatic,Aquatic
Tropidophorus hainanus,0.903,0,0,0,0,0,0.097,Aquatic,Aquatic,Aquatic
Tropidophorus laotus,0.905,0,0.095,0,0,0,0,Aquatic,Aquatic,Aquatic
Tropidophorus microlepis,0.901,0,0.099,0,0.001,0,0,Aquatic,Aquatic,Aquatic
Tropidophorus noggei,0,0,0.916,0,0,0.083,0,Nocturnal,Nocturnal,Scansorial
Tropidophorus sinicus,0.894,0,0.087,0,0.02,0,0,Aquatic,Aquatic,Aquatic
Tropidophorus thai,0.935,0,0,0,0,0,0.065,Aquatic,Aquatic,Aquatic
Tropidosaura cottrelli,0.001,0,0.006,0.909,0,0.083,0,Scansorial,Scansorial,Scansorial
Tropidosaura gularis,0.001,0,0.003,0.953,0,0.043,0,Scansorial,Scansorial,Scansorial
Tropidosaura montana,0.001,0,0.004,0.935,0,0.06,0,Scansorial,Scansorial,Scansorial
Tropidoscincus variabilis,0,0,0,0,0,0.294,0.706,Terrestrial,Terrestrial,Terrestrial
Tropidurus callathelys,0.003,0,0.015,0.773,0,0.209,0,Scansorial,Scansorial,Scansorial
Tropidurus chromatops,0.004,0,0.017,0.743,0,0.237,0,Scansorial,Scansorial,Scansorial
Tropidurus cocorobensis,0,0.544,0,0,0,0.197,0.259,Herbivorous,Herbivorous,Herbivorous
Tropidurus etheridgei,0,0.776,0,0,0,0.224,0,Herbivorous,Herbivorous,Herbivorous
Tropidurus guarani,0.004,0,0.018,0.729,0,0.249,0,Scansorial,Scansorial,Scansorial
Tropidurus hispidus,0,0.732,0,0,0,0.268,0,Herbivorous,Herbivorous,Herbivorous
Tropidurus hygomi,0,0,0,0,0,0.3,0.7,Terrestrial,Terrestrial,Terrestrial
Tropidurus itambere,0.003,0,0.014,0.782,0,0.2,0,Scansorial,Scansorial,Scansorial
Tropidurus lagunablanca,0.004,0,0.017,0.734,0,0.245,0,Scansorial,Scansorial,Scansorial
Tropidurus melanopleurus,0.004,0,0.017,0.743,0,0.237,0,Scansorial,Scansorial,Scansorial
Tropidurus montanus,0.003,0,0.015,0.771,0,0.211,0,Scansorial,Scansorial,Scansorial
Tropidurus oreadicus,0,0.772,0,0,0,0.228,0,Herbivorous,Herbivorous,Herbivorous
Tropidurus psammonastes,0,0.524,0,0,0,0.265,0.21,Herbivorous,Herbivorous,Herbivorous
Tropidurus semitaeniatus,0,0.81,0,0,0,0.19,0,Herbivorous,Herbivorous,Herbivorous
Tropidurus spinulosus,0,0.73,0,0,0,0.27,0,Herbivorous,Herbivorous,Herbivorous
Tropidurus torquatus,0,0.74,0,0,0,0.26,0,Herbivorous,Herbivorous,Herbivorous
Tropidurus xanthochilus,0.004,0,0.019,0.706,0,0.271,0,Scansorial,Scansorial,Scansorial
Tropiocolotes algericus,0,0,0.756,0,0.047,0,0.197,Nocturnal,Nocturnal,Scansorial
Tropiocolotes bisharicus,0,0,0.703,0,0.057,0,0.24,Nocturnal,Nocturnal,Scansorial
Tropiocolotes nattereri,0,0,0.319,0,0,0,0.681,Terrestrial,Nocturnal,Terrestrial
Tropiocolotes steudneri,0,0,0.736,0,0.051,0,0.213,Nocturnal,Nocturnal,Scansorial
Tropiocolotes tripolitanus,0,0,0.373,0,0,0,0.627,Terrestrial,Nocturnal,Terrestrial
Tukutuku rakiurae,0,0.637,0.363,0,0,0,0,Herbivorous,Herbivorous,Herbivorous
Tumbunascincus luteilateralis,0,0,0,0,0,0.339,0.661,Terrestrial,Terrestrial,Terrestrial
Tupinambis cryptus,0,0.37,0,0,0,0.63,0,Large,Herbivorous,Large
Tupinambis longilineus,0,0,0,0,0,0.553,0.447,Large,Terrestrial,Large
Tupinambis quadrilineatus,0,0.449,0,0,0,0.528,0.023,Large,Herbivorous,Herbivorous
Tupinambis teguixin,0,0.301,0,0,0,0.699,0,Large,Herbivorous,Large
Tympanocryptis centralis,0.001,0,0.003,0.96,0,0.037,0,Scansorial,Scansorial,Scansorial
Tympanocryptis cephalus,0,0,0,0,0,0.229,0.771,Terrestrial,Terrestrial,Terrestrial
Tympanocryptis intima,0.001,0,0.005,0.928,0,0.066,0,Scansorial,Scansorial,Scansorial
Tympanocryptis lineata,0,0.905,0,0,0,0.095,0,Herbivorous,Herbivorous,Herbivorous
Tympanocryptis tetraporophora,0.002,0,0.009,0.868,0,0.122,0,Scansorial,Scansorial,Scansorial
Typhlacontias brevipes,0,0,0.02,0,0.949,0.031,0,Fossorial,Fossorial,Fossorial
Typhlacontias rohani,0,0,0.025,0,0.975,0,0,Fossorial,Fossorial,Fossorial
Typhlosaurus braini,0,0,0,0,0.903,0.097,0,Fossorial,Fossorial,Fossorial
Uma cowlesi,0,0.514,0,0,0,0.301,0.185,Herbivorous,Herbivorous,Herbivorous
Uma exsul,0,0.527,0,0,0,0.257,0.216,Herbivorous,Herbivorous,Herbivorous
Uma inornata,0,0.512,0,0,0,0.309,0.179,Herbivorous,Herbivorous,Herbivorous
Uma notata,0,0.513,0,0,0,0.305,0.182,Herbivorous,Herbivorous,Herbivorous
Uma paraphygas,0,0.535,0,0,0,0.228,0.237,Herbivorous,Herbivorous,Herbivorous
Uma scoparia,0,0.517,0,0,0,0.292,0.191,Herbivorous,Herbivorous,Herbivorous
Underwoodisaurus milii,0,0,0.939,0,0,0.061,0,Nocturnal,Nocturnal,Scansorial
Underwoodisaurus seorsus,0,0,0.96,0,0,0.04,0,Nocturnal,Nocturnal,Scansorial
Uracentron azureum,0.003,0,0.013,0.803,0,0.181,0,Scansorial,Scansorial,Scansorial
Uracentron flaviceps,0.004,0,0.02,0.697,0,0.279,0,Scansorial,Scansorial,Scansorial
Uranoscodon superciliosus,0.981,0,0,0,0,0.019,0,Aquatic,Aquatic,Aquatic
Urocotyledon palmata,0,0,0.891,0,0.021,0,0.088,Nocturnal,Nocturnal,Scansorial
Uromastyx acanthinura,0,0.354,0,0,0,0.646,0,Large,Herbivorous,Large
Uromastyx aegyptia,0,0.342,0,0,0,0.658,0,Large,Herbivorous,Large
Uromastyx alfredschmidti,0,0.588,0,0,0,0.412,0,Herbivorous,Herbivorous,Herbivorous
Uromastyx benti,0,0.633,0,0,0,0.367,0,Herbivorous,Herbivorous,Herbivorous
Uromastyx dispar,0,0.458,0,0,0,0.497,0.045,Large,Herbivorous,Herbivorous
Uromastyx geyri,0,0.631,0,0,0,0.369,0,Herbivorous,Herbivorous,Herbivorous
Uromastyx macfadyeni,0,0.509,0,0,0,0.317,0.173,Herbivorous,Herbivorous,Herbivorous
Uromastyx nigriventris,0,0.452,0,0,0,0.518,0.03,Large,Herbivorous,Herbivorous
Uromastyx occidentalis,0,0.424,0,0,0,0.576,0,Large,Herbivorous,Large
Uromastyx ocellata,0,0.663,0,0,0,0.337,0,Herbivorous,Herbivorous,Herbivorous
Uromastyx ornata,0,0.615,0,0,0,0.385,0,Herbivorous,Herbivorous,Herbivorous
Uromastyx princeps,0,0.655,0,0,0,0.345,0,Herbivorous,Herbivorous,Herbivorous
Uromastyx thomasi,0,0.474,0,0,0,0.441,0.085,Herbivorous,Herbivorous,Herbivorous
Uroplatus alluaudi,0,0,0.984,0,0.003,0,0.013,Nocturnal,Nocturnal,Scansorial
Uroplatus ebenaui,0,0,0.949,0,0.01,0,0.041,Nocturnal,Nocturnal,Scansorial
Uroplatus fimbriatus,0,0,0.791,0,0,0.209,0,Nocturnal,Nocturnal,Scansorial
Uroplatus finiavana,0,0,0.926,0,0.014,0,0.059,Nocturnal,Nocturnal,Scansorial
Uroplatus giganteus,0,0,0.784,0,0,0.216,0,Nocturnal,Nocturnal,Scansorial
Uroplatus guentheri,0,0,0.984,0,0.003,0,0.013,Nocturnal,Nocturnal,Scansorial
Uroplatus henkeli,0,0,0.84,0,0,0.16,0,Nocturnal,Nocturnal,Scansorial
Uroplatus lineatus,0,0,0.824,0,0,0.176,0,Nocturnal,Nocturnal,Scansorial
Uroplatus malahelo,0,0,0.984,0,0.003,0,0.013,Nocturnal,Nocturnal,Scansorial
Uroplatus malama,0,0,0.979,0,0.004,0,0.017,Nocturnal,Nocturnal,Scansorial
Uroplatus phantasticus,0,0,0.993,0,0,0.007,0,Nocturnal,Nocturnal,Scansorial
Uroplatus pietschmanni,0,0,0.991,0,0.002,0,0.007,Nocturnal,Nocturnal,Scansorial
Uroplatus sikorae,0,0,0.904,0,0,0.096,0,Nocturnal,Nocturnal,Scansorial
Urosaurus auriculatus,0,0.891,0,0,0,0.109,0,Herbivorous,Herbivorous,Herbivorous
Urosaurus bicarinatus,0.001,0,0.007,0.896,0,0.096,0,Scansorial,Scansorial,Scansorial
Urosaurus clarionensis,0.001,0,0.007,0.896,0,0.096,0,Scansorial,Scansorial,Scansorial
Urosaurus graciosus,0.002,0,0.008,0.884,0,0.107,0,Scansorial,Scansorial,Scansorial
Urosaurus lahtelai,0,0.948,0,0,0,0.052,0,Herbivorous,Herbivorous,Herbivorous
Urosaurus nigricaudus,0.001,0,0.007,0.893,0,0.098,0,Scansorial,Scansorial,Scansorial
Urosaurus ornatus,0.002,0,0.008,0.879,0,0.111,0,Scansorial,Scansorial,Scansorial
Urostrophus gallardoi,0.002,0,0.009,0.868,0,0.122,0,Scansorial,Scansorial,Scansorial
Uta encantadae,0,0.907,0,0,0,0.093,0,Herbivorous,Herbivorous,Herbivorous
Uta lowei,0.002,0,0.007,0.891,0,0.1,0,Scansorial,Scansorial,Scansorial
Uta nolascensis,0,0.962,0,0,0,0.038,0,Herbivorous,Herbivorous,Herbivorous
Uta palmeri,0,0.865,0,0,0,0.135,0,Herbivorous,Herbivorous,Herbivorous
Uta squamata,0,0.952,0,0,0,0.048,0,Herbivorous,Herbivorous,Herbivorous
Uta stansburiana,0.002,0,0.01,0.849,0,0.139,0,Scansorial,Scansorial,Scansorial
Uta tumidarostra,0.002,0,0.009,0.861,0,0.128,0,Scansorial,Scansorial,Scansorial
Uvidicolus sphyrurus,0,0,0.442,0,0,0.091,0.467,Terrestrial,Nocturnal,Terrestrial
Vanzosaura multiscutata,0,0,0,0.002,0,0.058,0.94,Terrestrial,Terrestrial,Terrestrial
Vanzosaura rubricauda,0,0,0,0.13,0.87,0,0,Fossorial,Fossorial,Fossorial
Vanzosaura savanicola,0,0,0,0.008,0,0.038,0.954,Terrestrial,Terrestrial,Terrestrial
Varanus acanthurus,0.006,0,0.029,0.558,0,0.407,0,Scansorial,Scansorial,Scansorial
Varanus albigularis,0.012,0,0.055,0.161,0,0.773,0,Large,Scansorial,Large
Varanus auffenbergi,0.005,0,0.025,0.623,0,0.347,0,Scansorial,Scansorial,Scansorial
Varanus bangonorum,0.901,0,0,0,0,0.099,0,Aquatic,Aquatic,Aquatic
Varanus baritji,0.006,0,0.029,0.556,0,0.409,0,Scansorial,Scansorial,Scansorial
Varanus beccarii,0.008,0,0.035,0.459,0,0.498,0,Large,Scansorial,Scansorial
Varanus bengalensis,0,0,0,0,0,0.873,0.126,Large,Terrestrial,Large
Varanus bitatawa,0,0.31,0,0,0,0.69,0,Large,Herbivorous,Large
Varanus boehmei,0.007,0,0.032,0.512,0,0.449,0,Scansorial,Scansorial,Scansorial
Varanus bogerti,0.007,0,0.032,0.514,0,0.447,0,Scansorial,Scansorial,Scansorial
Varanus brevicaudus,0,0,0,0,0,0.339,0.661,Terrestrial,Terrestrial,Terrestrial
Varanus bushi,0.004,0,0.019,0.708,0,0.268,0,Scansorial,Scansorial,Scansorial
Varanus caerulivirens,0.898,0,0,0,0,0.103,0,Aquatic,Aquatic,Aquatic
Varanus caudolineatus,0.003,0,0.015,0.764,0,0.217,0,Scansorial,Scansorial,Scansorial
Varanus cerambonensis,0.895,0,0,0,0,0.105,0,Aquatic,Aquatic,Aquatic
Varanus cumingi,0.848,0,0,0,0,0.152,0,Aquatic,Aquatic,Aquatic
Varanus dalubhasa,0.87,0,0,0,0,0.13,0,Aquatic,Aquatic,Aquatic
Varanus doreanus,0,0,0,0,0,0.69,0.31,Large,Terrestrial,Large
Varanus dumerilii,0.867,0,0,0,0,0.133,0,Aquatic,Aquatic,Aquatic
Varanus eremius,0,0,0,0,0,0.468,0.532,Terrestrial,Terrestrial,Terrestrial
Varanus exanthematicus,0.011,0,0.052,0.202,0,0.734,0,Large,Scansorial,Large
Varanus finschi,0.008,0,0.037,0.431,0,0.524,0,Large,Scansorial,Scansorial
Varanus flavescens,0,0,0,0,0,0.721,0.279,Large,Terrestrial,Large
Varanus giganteus,0,0,0,0,0,0.887,0.113,Large,Terrestrial,Large
Varanus gilleni,0.005,0,0.023,0.641,0,0.33,0,Scansorial,Scansorial,Scansorial
Varanus glauerti,0.006,0,0.029,0.558,0,0.407,0,Scansorial,Scansorial,Scansorial
Varanus glebopalma,0.008,0,0.039,0.408,0,0.545,0,Large,Scansorial,Large
Varanus gouldii,0,0,0,0,0,0.792,0.208,Large,Terrestrial,Large
Varanus griseus,0,0,0,0,0,0.773,0.227,Large,Terrestrial,Large
Varanus indicus,0.853,0,0,0,0,0.147,0,Aquatic,Aquatic,Aquatic
Varanus jobiensis,0.009,0,0.041,0.366,0,0.583,0,Large,Scansorial,Large
Varanus juxtindicus,0.87,0,0,0,0,0.13,0,Aquatic,Aquatic,Aquatic
Varanus keithhornei,0.007,0,0.032,0.517,0,0.445,0,Scansorial,Scansorial,Scansorial
Varanus kingorum,0.003,0,0.013,0.796,0,0.188,0,Scansorial,Scansorial,Scansorial
Varanus komodoensis,0,0,0,0,0,1,0,Large,Terrestrial,Large
Varanus kordensis,0.006,0,0.03,0.535,0,0.428,0,Scansorial,Scansorial,Scansorial
Varanus lirungensis,0.008,0,0.036,0.445,0,0.511,0,Large,Scansorial,Scansorial
Varanus mabitang,0,0.336,0,0,0,0.664,0,Large,Herbivorous,Large
Varanus macraei,0.008,0,0.037,0.44,0,0.515,0,Large,Scansorial,Scansorial
Varanus marmoratus,0.816,0,0,0,0,0.184,0,Aquatic,Aquatic,Aquatic
Varanus melinus,0.868,0,0,0,0,0.132,0,Aquatic,Aquatic,Aquatic
Varanus mertensi,0.861,0,0,0,0,0.139,0,Aquatic,Aquatic,Aquatic
Varanus mitchelli,0.916,0,0,0,0,0.084,0,Aquatic,Aquatic,Aquatic
Varanus nebulosus,0.011,0,0.052,0.202,0,0.734,0,Large,Scansorial,Large
Varanus niloticus,0.789,0,0,0,0,0.211,0,Aquatic,Aquatic,Aquatic
Varanus nuchalis,0.848,0,0,0,0,0.153,0,Aquatic,Aquatic,Aquatic
Varanus obor,0,0,0,0,0,0.678,0.321,Large,Terrestrial,Large
Varanus olivaceus,0,0.324,0,0,0,0.676,0,Large,Herbivorous,Large
Varanus palawanensis,0.816,0,0,0,0,0.184,0,Aquatic,Aquatic,Aquatic
Varanus panoptes,0,0,0,0,0,0.819,0.18,Large,Terrestrial,Large
Varanus pilbarensis,0.005,0,0.022,0.658,0,0.315,0,Scansorial,Scansorial,Scansorial
Varanus prasinus,0.007,0,0.033,0.489,0,0.471,0,Scansorial,Scansorial,Scansorial
Varanus primordius,0.003,0,0.013,0.796,0,0.188,0,Scansorial,Scansorial,Scansorial
Varanus rainerguentheri,0.932,0,0,0,0,0.068,0,Aquatic,Aquatic,Aquatic
Varanus reisingeri,0.007,0,0.031,0.521,0,0.441,0,Scansorial,Scansorial,Scansorial
Varanus rosenbergi,0,0,0,0,0,0.723,0.277,Large,Terrestrial,Large
Varanus rudicollis,0.01,0,0.047,0.281,0,0.662,0,Large,Scansorial,Large
Varanus salvadorii,0.012,0,0.055,0.161,0,0.773,0,Large,Scansorial,Large
Varanus salvator,0.768,0,0,0,0,0.232,0,Aquatic,Aquatic,Aquatic
Varanus scalaris,0.006,0,0.03,0.537,0,0.426,0,Scansorial,Scansorial,Scansorial
Varanus semiremex,0.94,0,0,0,0,0.06,0,Aquatic,Aquatic,Aquatic
Varanus semotus,0.008,0,0.039,0.406,0,0.547,0,Large,Scansorial,Large
Varanus similis,0.006,0,0.026,0.6,0,0.368,0,Scansorial,Scansorial,Scansorial
Varanus sparnus,0,0,0,0,0,0.317,0.682,Terrestrial,Terrestrial,Terrestrial
Varanus spenceri,0,0,0,0,0,0.754,0.246,Large,Terrestrial,Large
Varanus spinulosus,0.007,0,0.034,0.48,0,0.479,0,Scansorial,Scansorial,Scansorial
Varanus storri,0.003,0,0.016,0.75,0,0.23,0,Scansorial,Scansorial,Scansorial
Varanus telenesetes,0.006,0,0.026,0.604,0,0.364,0,Scansorial,Scansorial,Scansorial
Varanus timorensis,0.007,0,0.032,0.517,0,0.445,0,Scansorial,Scansorial,Scansorial
Varanus togianus,0.892,0,0,0,0,0.109,0,Aquatic,Aquatic,Aquatic
Varanus tristis,0.007,0,0.033,0.494,0,0.466,0,Scansorial,Scansorial,Scansorial
Varanus varius,0.011,0,0.053,0.195,0,0.741,0,Large,Scansorial,Large
